2023-10-28 04:26:45: Client = OangDiE (ID: 200086), DeviceModel = SM-G998B, DeviceGeneration = SM-G998B
2023-10-28 20:47:55: Client = xichlong (ID: 200316), DeviceModel = CPH1987, DeviceGeneration = CPH1987
2023-10-28 20:47:56: Client = OngNoiMy (ID: 200276), DeviceModel = M2101K7BG, DeviceGeneration = M2101K7BG
2023-10-28 20:47:56: Client = sMoKyWood (ID: 200149), DeviceModel = Redmi Note 8 Pro, DeviceGeneration = Redmi Note 8 Pro
2023-10-28 20:48:02: Client = CoCoMelon (ID: 200595), DeviceModel = 22101316UG, DeviceGeneration = 22101316UG
2023-10-28 20:48:02: Client = caychay (ID: 200393), DeviceModel = SM-A025F, DeviceGeneration = SM-A025F
2023-10-28 20:48:05: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:48:07: Client = XxAcBaxX (ID: 200519), DeviceModel = CPH2159, DeviceGeneration = CPH2159
2023-10-28 20:48:10: Client = sMoKyWood (ID: 200149), DeviceModel = Redmi Note 8 Pro, DeviceGeneration = Redmi Note 8 Pro
2023-10-28 20:48:10: Client = ILOVEYOUS (ID: 200275), DeviceModel = iPhone12,5, DeviceGeneration = iPhone11ProMax
2023-10-28 20:48:18: Client = OngNoiMy (ID: 200276), DeviceModel = M2101K7BG, DeviceGeneration = M2101K7BG
2023-10-28 20:48:21: Client = HieuRuBy (ID: 200374), DeviceModel = 2107113SG, DeviceGeneration = 2107113SG
2023-10-28 20:48:21: Client = Sexxxx (ID: 200463), DeviceModel = CPH2365, DeviceGeneration = CPH2365
2023-10-28 20:48:23: Client = BaoKhang (ID: 200012), DeviceModel = 23021RAAEG, DeviceGeneration = 23021RAAEG
2023-10-28 20:48:26: Client = culuazZ (ID: 200517), DeviceModel = 2201117TG, DeviceGeneration = 2201117TG
2023-10-28 20:48:37: Client = Quinn37 (ID: 200213), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 20:48:41: Client = AnMayQuaKhu (ID: 200457), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 20:48:44: Client = TaWaTa (ID: 200269), DeviceModel = SM-A536E, DeviceGeneration = SM-A536E
2023-10-28 20:48:48: Client = Shinichi (ID: 200438), DeviceModel = RMX1822, DeviceGeneration = RMX1822
2023-10-28 20:48:53: Client = BaoKhang (ID: 200012), DeviceModel = 23021RAAEG, DeviceGeneration = 23021RAAEG
2023-10-28 20:48:54: Client = HuyetTuDao (ID: 200070), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 20:48:56: Client = xichlong (ID: 200316), DeviceModel = CPH1987, DeviceGeneration = CPH1987
2023-10-28 20:49:00: Client = XxAcBaxX (ID: 200519), DeviceModel = CPH2159, DeviceGeneration = CPH2159
2023-10-28 20:49:00: Client = AnMayQuaKhu (ID: 200457), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 20:49:02: Client = Shinichi (ID: 200438), DeviceModel = RMX1822, DeviceGeneration = RMX1822
2023-10-28 20:49:06: Client = TaWaTa (ID: 200269), DeviceModel = SM-A536E, DeviceGeneration = SM-A536E
2023-10-28 20:49:07: Client = dai26cm (ID: 200429), DeviceModel = PCLM10, DeviceGeneration = PCLM10
2023-10-28 20:49:10: Client = culuazZ (ID: 200517), DeviceModel = 2201117TG, DeviceGeneration = 2201117TG
2023-10-28 20:49:13: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:49:15: Client = ToiLaAi (ID: 200051), DeviceModel = CPH2471, DeviceGeneration = CPH2471
2023-10-28 20:49:17: Client = Tabitha (ID: 200187), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 20:49:18: Client = DaiLyHT (ID: 200232), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 20:49:20: Client = Uranus (ID: 200344), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 20:49:22: Client = okebaby3 (ID: 200078), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 20:49:25: Client = Shinichi (ID: 200438), DeviceModel = RMX1822, DeviceGeneration = RMX1822
2023-10-28 20:49:25: Client = AnMayQuaKhu (ID: 200457), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 20:49:28: Client = DaiLyHT (ID: 200232), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 20:49:32: Client = HanBaoQuanl (ID: 200395), DeviceModel = M2102J20SG, DeviceGeneration = M2102J20SG
2023-10-28 20:49:35: Client = TaWaTa (ID: 200269), DeviceModel = SM-A536E, DeviceGeneration = SM-A536E
2023-10-28 20:49:37: Client = Fap247H (ID: 200121), DeviceModel = ASUS_Z01QD, DeviceGeneration = ASUS_Z01QD
2023-10-28 20:49:37: Client = ToiLaAi (ID: 200051), DeviceModel = CPH2471, DeviceGeneration = CPH2471
2023-10-28 20:49:46: Client = BaRoiBeo (ID: 200516), DeviceModel = 2201117SG, DeviceGeneration = 2201117SG
2023-10-28 20:49:48: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:49:54: Client = SongLongVu (ID: 200192), DeviceModel = iPhone12,1, DeviceGeneration = iPhone11
2023-10-28 20:49:57: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:50:04: Client = mxnbsd2 (ID: 200602), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:50:04: Client = mxnbsd1 (ID: 200604), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:50:04: Client = mxnbsd (ID: 200601), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 20:50:04: Client = mxnbsd4 (ID: 200603), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 20:50:04: Client = mxnbsd3 (ID: 200605), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 20:50:05: Client = SongLongVu (ID: 200192), DeviceModel = iPhone12,1, DeviceGeneration = iPhone11
2023-10-28 20:50:05: Client = bghwekjdgk (ID: 200596), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:50:05: Client = bghwekjd4y (ID: 200597), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:50:05: Client = bghwekjd4 (ID: 200599), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 20:50:05: Client = bghwekjdhgu (ID: 200598), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 20:50:05: Client = bghwekjd (ID: 200600), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 20:50:05: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 20:50:10: Client = ToiLaAi (ID: 200051), DeviceModel = CPH2471, DeviceGeneration = CPH2471
2023-10-28 20:50:10: Client = KingCua (ID: 200045), DeviceModel = OPG02, DeviceGeneration = OPG02
2023-10-28 20:50:11: Client = ZzLongzZ (ID: 200011), DeviceModel = SM-G998B, DeviceGeneration = SM-G998B
2023-10-28 20:50:17: Client = SoryBaby (ID: 200031), DeviceModel = SM-G998B, DeviceGeneration = SM-G998B
2023-10-28 20:50:18: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 20:50:21: Client = PhiMuc1 (ID: 200025), DeviceModel = SM-A715F, DeviceGeneration = SM-A715F
2023-10-28 20:50:22: Client = BaRoiBeo (ID: 200516), DeviceModel = 2201117SG, DeviceGeneration = 2201117SG
2023-10-28 20:50:23: Client = 1DaoDoAtMang (ID: 200178), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 20:50:24: Client = zZzCuongZzZ (ID: 200186), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 20:50:24: Client = caychay (ID: 200393), DeviceModel = SM-A025F, DeviceGeneration = SM-A025F
2023-10-28 20:50:26: Client = HoaiBo (ID: 200368), DeviceModel = iPhone13,4, DeviceGeneration = iPhone12ProMax
2023-10-28 20:50:29: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:50:35: Client = Shinichi (ID: 200438), DeviceModel = RMX1822, DeviceGeneration = RMX1822
2023-10-28 20:50:38: Client = ToiLaAi (ID: 200051), DeviceModel = CPH2471, DeviceGeneration = CPH2471
2023-10-28 20:50:39: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:50:40: Client = 1DaoDoAtMang (ID: 200178), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 20:50:41: Client = culuazZ (ID: 200517), DeviceModel = 2201117TG, DeviceGeneration = 2201117TG
2023-10-28 20:50:41: Client = Bavuongkiem (ID: 200199), DeviceModel = 22021211RC, DeviceGeneration = 22021211RC
2023-10-28 20:50:44: Client = tvtkthk5 (ID: 200611), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:45: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 20:50:45: Client = tvtkthk (ID: 200614), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:45: Client = vtkthk1 (ID: 200616), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:45: Client = tvtkthk0 (ID: 200606), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:45: Client = tvtkthk3 (ID: 200612), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:46: Client = tvtkthk6 (ID: 200607), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:46: Client = tvtkthk4 (ID: 200617), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:46: Client = tvtkthk8 (ID: 200609), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:46: Client = tvtkthk2 (ID: 200613), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:46: Client = tvtkthk7 (ID: 200615), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:46: Client = tvtkthka (ID: 200608), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:46: Client = tvtkthk9 (ID: 200610), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 20:50:48: Client = dfssdfsd (ID: 200623), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 20:50:48: Client = dfssdfsd1 (ID: 200625), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 20:50:48: Client = dfssdfsd6 (ID: 200620), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 20:50:48: Client = dfssdfsd2 (ID: 200621), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:50:49: Client = dfssdfsd5 (ID: 200626), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 20:50:49: Client = dfssdfsd7 (ID: 200619), DeviceModel = ASUS_Z01QD, DeviceGeneration = ASUS_Z01QD
2023-10-28 20:50:49: Client = dfssdfsd44 (ID: 200622), DeviceModel = SM-G960N, DeviceGeneration = SM-G960N
2023-10-28 20:50:49: Client = dfssdfsd33 (ID: 200628), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 20:50:49: Client = dfssdfsd22 (ID: 200618), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 20:50:49: Client = dfssdfsd11 (ID: 200629), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 20:50:49: Client = dfssdfsd3 (ID: 200627), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 20:50:49: Client = dfssdfsd4 (ID: 200624), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 20:50:50: Client = caychay (ID: 200393), DeviceModel = SM-A025F, DeviceGeneration = SM-A025F
2023-10-28 20:50:51: Client = Classic (ID: 200046), DeviceModel = CPH2239, DeviceGeneration = CPH2239
2023-10-28 20:50:51: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 20:50:52: Client = SoryBaby (ID: 200031), DeviceModel = SM-G998B, DeviceGeneration = SM-G998B
2023-10-28 20:50:53: Client = DamDaiCa (ID: 200300), DeviceModel = RMX3350, DeviceGeneration = RMX3350
2023-10-28 20:50:53: Client = SongLongVu (ID: 200192), DeviceModel = iPhone12,1, DeviceGeneration = iPhone11
2023-10-28 20:50:55: Client = Bavuongkiem (ID: 200199), DeviceModel = 22021211RC, DeviceGeneration = 22021211RC
2023-10-28 20:50:56: Client = KingCua (ID: 200045), DeviceModel = OPG02, DeviceGeneration = OPG02
2023-10-28 20:50:58: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 20:51:07: Client = MissVD (ID: 200027), DeviceModel = RMX3370, DeviceGeneration = RMX3370
2023-10-28 20:51:07: Client = bachho (ID: 200630), DeviceModel = V2026, DeviceGeneration = V2026
2023-10-28 20:51:14: Client = Classic (ID: 200046), DeviceModel = CPH2239, DeviceGeneration = CPH2239
2023-10-28 20:51:15: Client = tansat (ID: 200126), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 20:51:20: Client = AnMayQuaKhu (ID: 200457), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 20:51:20: Client = vodanh12 (ID: 200091), DeviceModel = CPH2473, DeviceGeneration = CPH2473
2023-10-28 20:51:20: Client = HuyetTuDao (ID: 200070), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 20:51:22: Client = 1DaoDoAtMang (ID: 200178), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 20:51:22: Client = caychay (ID: 200393), DeviceModel = SM-A025F, DeviceGeneration = SM-A025F
2023-10-28 20:51:23: Client = TaWaTa (ID: 200269), DeviceModel = SM-A536E, DeviceGeneration = SM-A536E
2023-10-28 20:51:25: Client = culuazZ (ID: 200517), DeviceModel = 2201117TG, DeviceGeneration = 2201117TG
2023-10-28 20:51:28: Client = ZzAduAduz (ID: 200007), DeviceModel = M2101K7BG, DeviceGeneration = M2101K7BG
2023-10-28 20:51:30: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 20:51:31: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 20:51:31: Client = TrieuTuLong (ID: 200214), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 20:51:32: Client = tansat (ID: 200126), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 20:51:33: Client = MissVD (ID: 200027), DeviceModel = RMX3370, DeviceGeneration = RMX3370
2023-10-28 20:51:34: Client = vodanh12 (ID: 200091), DeviceModel = CPH2473, DeviceGeneration = CPH2473
2023-10-28 20:51:35: Client = HieuRuBy (ID: 200374), DeviceModel = 2107113SG, DeviceGeneration = 2107113SG
2023-10-28 20:51:35: Client = HuyetTuDao (ID: 200070), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 20:51:37: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:51:38: Client = ZaKuZa (ID: 200201), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 20:51:40: Client = doccocaubai (ID: 200508), DeviceModel = SM-A715F, DeviceGeneration = SM-A715F
2023-10-28 20:51:43: Client = TrieuTuLong (ID: 200214), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 20:51:43: Client = ShinGG (ID: 200015), DeviceModel = CPH2127, DeviceGeneration = CPH2127
2023-10-28 20:51:46: Client = akansi (ID: 200144), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 20:51:46: Client = Richter (ID: 200151), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 20:51:46: Client = BasDao (ID: 200146), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 20:51:46: Client = ThanNo (ID: 200153), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 20:51:46: Client = ChienThien (ID: 200156), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 20:51:47: Client = ZzAduAduz (ID: 200007), DeviceModel = M2101K7BG, DeviceGeneration = M2101K7BG
2023-10-28 20:51:48: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:51:49: Client = TrieuTuLong (ID: 200214), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 20:51:51: Client = AnMayQuaKhu (ID: 200457), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 20:51:55: Client = fsahqau7 (ID: 200631), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 20:51:55: Client = fsahqa (ID: 200633), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 20:51:55: Client = fsahqag5 (ID: 200634), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 20:51:55: Client = fsahqatg (ID: 200632), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:51:58: Client = zztapchoizz (ID: 200024), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 20:52:03: Client = XxAcBaxX (ID: 200519), DeviceModel = CPH2159, DeviceGeneration = CPH2159
2023-10-28 20:52:04: Client = ZzaHozZ (ID: 200363), DeviceModel = SM-M336B, DeviceGeneration = SM-M336B
2023-10-28 20:52:08: Client = HieuRuBy (ID: 200374), DeviceModel = 2107113SG, DeviceGeneration = 2107113SG
2023-10-28 20:52:08: Client = SongLongVu (ID: 200192), DeviceModel = iPhone12,1, DeviceGeneration = iPhone11
2023-10-28 20:52:14: Client = ThanhLong (ID: 200190), DeviceModel = iPhone12,5, DeviceGeneration = iPhone11ProMax
2023-10-28 20:52:16: Client = culuazZ (ID: 200517), DeviceModel = 2201117TG, DeviceGeneration = 2201117TG
2023-10-28 20:52:17: Client = Sexxxx (ID: 200463), DeviceModel = CPH2365, DeviceGeneration = CPH2365
2023-10-28 20:52:20: Client = okebaby2 (ID: 200085), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 20:52:21: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 20:52:22: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:52:23: Client = Fap247H (ID: 200121), DeviceModel = ASUS_Z01QD, DeviceGeneration = ASUS_Z01QD
2023-10-28 20:52:23: Client = ZzAduAduz (ID: 200007), DeviceModel = M2101K7BG, DeviceGeneration = M2101K7BG
2023-10-28 20:52:25: Client = TrieuTuLong (ID: 200214), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 20:52:28: Client = AnMayQuaKhu (ID: 200457), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 20:52:28: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 20:52:30: Client = SongLongVu (ID: 200192), DeviceModel = iPhone12,1, DeviceGeneration = iPhone11
2023-10-28 20:52:32: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:52:32: Client = wicxjas2 (ID: 200636), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:52:32: Client = wicxjas4 (ID: 200637), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 20:52:32: Client = wicxjas (ID: 200639), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 20:52:33: Client = wicxjas1 (ID: 200635), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:52:33: Client = wicxjas3 (ID: 200638), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 20:52:36: Client = ShinGG (ID: 200015), DeviceModel = CPH2127, DeviceGeneration = CPH2127
2023-10-28 20:52:42: Client = 17zKing (ID: 200111), DeviceModel = SM-G960N, DeviceGeneration = SM-G960N
2023-10-28 20:52:42: Client = XxAcBaxX (ID: 200519), DeviceModel = CPH2159, DeviceGeneration = CPH2159
2023-10-28 20:52:49: Client = SongLongVu (ID: 200192), DeviceModel = iPhone12,1, DeviceGeneration = iPhone11
2023-10-28 20:52:52: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 20:52:54: Client = XxAcBaxX (ID: 200519), DeviceModel = CPH2159, DeviceGeneration = CPH2159
2023-10-28 20:52:59: Client = BabyShark (ID: 200640), DeviceModel = 22101316UG, DeviceGeneration = 22101316UG
2023-10-28 20:53:01: Client = AnMayQuaKhu (ID: 200457), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 20:53:01: Client = XxAcBaxX (ID: 200519), DeviceModel = CPH2159, DeviceGeneration = CPH2159
2023-10-28 20:53:02: Client = phong82 (ID: 200641), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 20:53:03: Client = TrieuTuLong (ID: 200214), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 20:53:04: Client = tansat (ID: 200126), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 20:53:04: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:53:08: Client = bghwekjdgk (ID: 200596), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 20:53:09: Client = Sexxxx (ID: 200463), DeviceModel = CPH2365, DeviceGeneration = CPH2365
2023-10-28 20:53:09: Client = TrieuTuLong (ID: 200214), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 20:53:11: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 20:53:13: Client = Hshshs (ID: 200594), DeviceModel = iPhone8,1, DeviceGeneration = iPhone6S
2023-10-28 20:53:15: Client = HuyetTuDao (ID: 200070), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 20:53:16: Client = BaRoiBeo (ID: 200516), DeviceModel = 2201117SG, DeviceGeneration = 2201117SG
2023-10-28 20:53:17: Client = UyenThanh (ID: 200493), DeviceModel = SM-A536E, DeviceGeneration = SM-A536E
2023-10-28 20:53:24: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 20:53:28: Client = culuazZ (ID: 200517), DeviceModel = 2201117TG, DeviceGeneration = 2201117TG
2023-10-28 20:53:29: Client = HoaiBo (ID: 200368), DeviceModel = iPhone13,4, DeviceGeneration = iPhone12ProMax
