2023-10-29 02:24:09: [200122][bbbbbbbb][6|2206|2512]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:54:17: [203729][vxvfgfdg1][5|5245|3468]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:54:17: [203733][vxvfgfdg17][5|5231|3411]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:54:17: [203736][vxvfgfdg1f][5|5244|3464]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:54:17: [203734][vxvfgfdg1s][5|5243|3444]  HOẠT LỰC :2000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:54:17: [203737][vxvfgfdg1z][5|5242|3444]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:54:17: [203735][vxvfgfdg1d][5|5250|3458]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:54:42: [201801][Aloaloapo][7|3289|3878]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :166040| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 00:55:03: [203704][qweqwe16][5|6466|3046]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:55:15: [203739][VuiVe28][5|8092|3366]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :70000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:56:10: [203668][fsdddgfd1x][5|6360|2957]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:56:14: [203741][VuiVe29][5|8087|3382]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :80000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:56:16: [203723][quykiemsau][3|3578|2916]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:57:46: [203742][SolDenChoi][5|5090|3270]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :0| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 00:57:55: [201141][MrCarr][109|3970|2310]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :223720| ĐỒNG  :0| ĐỒNG KHÓA :2900
2023-10-29 00:58:37: [200168][uyvuong][5|6310|3270]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :170089| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 00:58:40: [203454][ThichChoiGai][108|3414|3804]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :192869| ĐỒNG  :0| ĐỒNG KHÓA :6500
2023-10-29 00:58:57: [201141][MrCarr][1|3230|3410]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :223720| ĐỒNG  :0| ĐỒNG KHÓA :2900
2023-10-29 00:59:32: [202362][Ufhdgg][5|6297|3226]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :1200| BẠC KHÓA :150000| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 01:00:20: [203748][gfdfhj3][5|5246|3467]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203751][gfdfhj][5|5255|3456]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203745][gfdfhj1][5|5230|3432]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203747][gfdfhj7][5|5244|3467]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203746][gfdfhj2][5|5255|3458]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203750][gfdfhj5][5|5254|3455]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203749][gfdfhj4][5|5252|3453]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203754][gfdfhj9][5|5247|3452]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203755][gfdfhja][5|5241|3463]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203752][gfdfhj6][5|5247|3451]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:20: [203753][gfdfhj8][5|5231|3413]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:00:40: [200575][TongGiang][6|2232|2530]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :500| BẠC KHÓA :141875| ĐỒNG  :0| ĐỒNG KHÓA :7200
2023-10-29 01:01:43: [200001][<color=#0486dc>[GM]</color> AdminHaoKiem][5|5272|3479]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:02:13: [203761][hffhyj16][5|5232|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203762][hffhyj13][5|5250|3451]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203763][hffhyj12][5|5246|3468]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203759][hffhyj18][5|5247|3451]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203760][hffhyj14][5|5233|3439]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203757][hffhyj15][5|5243|3467]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203758][hffhyj1][5|5247|3449]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203766][hffhyj1a][5|5248|3472]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203765][hffhyj17][5|5231|3431]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203764][hffhyj10][5|5252|3452]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:13: [203767][hffhyj19][5|5253|3455]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:02:42: [202178][MaCiuBi][72|3233|1811]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :71675| ĐỒNG  :0| ĐỒNG KHÓA :50
2023-10-29 01:04:06: [201920][zZzMapKazZz][22|4114|3372]  HOẠT LỰC :27500 | TINH LỰC :27500| BẠC :285870| BẠC KHÓA :354213| ĐỒNG  :10000| ĐỒNG KHÓA :13650
2023-10-29 01:05:23: [202393][Gygffy][5|6274|3242]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :1200| BẠC KHÓA :150000| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 01:05:43: [200811][0768593121][5|4538|3349]  HOẠT LỰC :1000 | TINH LỰC :500| BẠC :1200000| BẠC KHÓA :100000| ĐỒNG  :100| ĐỒNG KHÓA :60000
2023-10-29 01:05:55: [200178][1DaoDoAtMang][108|3447|3835]  HOẠT LỰC :22115 | TINH LỰC :22135| BẠC :195950| BẠC KHÓA :325668| ĐỒNG  :12350| ĐỒNG KHÓA :12650
2023-10-29 01:07:38: [203308][sasesa][23|6993|5522]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :171571| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 01:07:58: [200149][DakGren][65|4273|1666]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :51500| BẠC KHÓA :322163| ĐỒNG  :0| ĐỒNG KHÓA :900
2023-10-29 01:08:27: [200172][MeiMei][110|8653|1330]  HOẠT LỰC :5020 | TINH LỰC :5020| BẠC :0| BẠC KHÓA :239268| ĐỒNG  :0| ĐỒNG KHÓA :4025
2023-10-29 01:10:54: [203772][dfjgtdfg13][5|5253|3453]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203775][dfjgtdfg14][5|5253|3453]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203769][dfjgtdfg1a][5|5244|3465]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203773][dfjgtdfg15][5|5251|3455]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203771][dfjgtdfg1][5|5215|3395]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203770][dfjgtdfg12][5|5223|3385]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203774][dfjgtdfg16][5|5254|3457]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203778][dfjgtdfg1s][5|5244|3466]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203779][dfjgtdfg17][5|5245|3445]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203776][dfjgtdfg1d][5|5232|3439]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:10:54: [203777][dfjgtdfg1f][5|5249|3451]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:11:13: [202424][Ghhyyf][5|6319|3226]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :1200| BẠC KHÓA :150000| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 01:11:31: [203768][Cauca1102][5|5791|3471]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :99990| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:11:54: [201212][SayThuocLao][9|4695|2929]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :151500| BẠC KHÓA :283760| ĐỒNG  :10000| ĐỒNG KHÓA :14625
2023-10-29 01:11:59: [201345][ThaChoAnh][23|2554|2836]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :50500| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:12:14: [200172][MeiMei][5|5650|2910]  HOẠT LỰC :5020 | TINH LỰC :5020| BẠC :0| BẠC KHÓA :239268| ĐỒNG  :0| ĐỒNG KHÓA :4025
2023-10-29 01:15:01: [202719][XxKiem][55|2218|2752]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :500| BẠC KHÓA :171126| ĐỒNG  :0| ĐỒNG KHÓA :1450
2023-10-29 01:16:21: [203602][khuhyas][5|5090|3270]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203611][khuhyasc][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203607][khuhyasx][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203608][khuhyasa][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203610][khuhyasb][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203601][khuhyase][5|5249|3437]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203599][khuhyass][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203603][khuhyasz][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203600][khuhyasf][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203609][khuhyasd][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203604][khuhyasv][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203605][khuhyasq][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:21: [203606][khuhyasw][5|5249|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:16:43: [200031][SoryBaby][107|5870|6154]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :172609| ĐỒNG  :0| ĐỒNG KHÓA :2025
2023-10-29 01:17:07: [203769][dfjgtdfg1a][5|5244|3465]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203772][dfjgtdfg13][5|5253|3453]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203775][dfjgtdfg14][5|5253|3453]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203770][dfjgtdfg12][5|5223|3385]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203774][dfjgtdfg16][5|5254|3457]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203771][dfjgtdfg1][5|5215|3395]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203773][dfjgtdfg15][5|5251|3455]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203779][dfjgtdfg17][5|5245|3445]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203778][dfjgtdfg1s][5|5244|3466]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203776][dfjgtdfg1d][5|5232|3439]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:07: [203777][dfjgtdfg1f][5|5249|3451]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:17:16: [202460][Ghhfffg][5|6321|3277]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :1200| BẠC KHÓA :150000| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 01:17:38: [203756][SawKyo][5|4851|3181]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :205100| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 01:18:34: [200188][Duonghung][107|3201|5651]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :161500| BẠC KHÓA :367552| ĐỒNG  :9775| ĐỒNG KHÓA :16200
2023-10-29 01:18:40: [203742][SolDenChoi][5|6652|2965]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :1060000| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :1800
2023-10-29 01:18:51: [203742][SolDenChoi][5|6652|2965]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :1060000| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :1800
2023-10-29 01:18:51: [203796][bvmbnmfg18][5|5249|3476]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:51: [203794][bvmbnmfg16][5|5246|3457]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:51: [203799][bvmbnmfg12][5|5253|3459]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:51: [203795][bvmbnmfg14][5|5636|3548]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:51: [203798][bvmbnmfg13][5|5258|3465]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:51: [203797][bvmbnmfg1][5|5243|3430]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:52: [203803][bvmbnmfg1d][5|5247|3472]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:52: [203800][bvmbnmfg15][5|5641|3555]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:52: [203804][bvmbnmfg17][5|5241|3423]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:52: [203802][bvmbnmfg1a][5|5246|3468]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:18:52: [203801][bvmbnmfg1s][5|5246|3469]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:26: [203780][anhkhoa][36|2782|3118]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :1344| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:34: [203781][luawda][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203792][luawdaq][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203790][luawdaz][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203782][luawdaw][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203789][luawdas][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203786][luawdac][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203788][luawdaa][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203791][luawdav][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203783][luawdad][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203784][luawdax][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203787][luawdaf][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203793][tertehe][5|5211|3437]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:34: [203785][luawdab][5|5211|3434]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 01:19:59: [203702][qweqwe10][5|6340|3280]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :700| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:59: [203703][qweqwe17][5|6340|3280]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :700| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:59: [203705][qweqwe1][5|6340|3280]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :700| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:59: [203701][qweqwe18][5|6340|3280]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :700| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:59: [203706][qweqwe19][5|6340|3280]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :700| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:59: [203700][qweqwe12][5|6340|3280]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :700| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:59: [203709][qweqwe14][5|6340|3280]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :700| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:19:59: [203707][qweqwe13][5|6340|3280]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :700| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:21:45: [203708][qweqwe15][5|6298|2988]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 01:21:54: [203743][VuiVe30][23|5235|5266]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :35264| ĐỒNG  :0| ĐỒNG KHÓA :135
